CustomerID,Age,Gender,Tenure,MonthlyCharges,TotalCharges,ContractType,InternetService,SupportCalls,Churn
249,23,Female,11,1216.0,14898.0,Month-to-month,DSL,1,0
250,25,Female,17,1262.0,22481.0,Month-to-month,DSL,2,0
251,44,Male,14,2017.0,31155.0,Month-to-month,Fiber,1,0
252,26,Male,26,1577.0,40068.0,Month-to-month,None,0,0
253,79,Male,71,2080.0,146631.0,Two year,Fiber,1,0
254,54,Female,59,1413.0,81447.0,One year,None,1,1
255,50,Male,45,611.0,28994.0,Month-to-month,DSL,1,1
256,68,Female,16,1095.0,17564.0,Month-to-month,None,1,1
257,59,Female,52,520.0,23333.0,Month-to-month,Fiber,3,1
258,61,Male,7,1411.0,10281.0,Month-to-month,Fiber,0,1
259,41,Male,26,1498.0,39480.0,Two year,Fiber,0,0
260,32,Male,45,846.0,37781.0,Month-to-month,Fiber,0,1
261,76,Female,49,938.0,46555.0,Month-to-month,DSL,1,0
262,71,Male,70,1260.0,85760.0,Month-to-month,Fiber,0,0
263,49,Female,2,721.0,4724.0,Month-to-month,DSL,0,0
264,49,Male,63,691.0,44294.0,One year,Fiber,0,0
265,41,Female,43,1695.0,69338.0,One year,Fiber,0,1
266,58,Female,52,1246.0,64780.0,One year,DSL,0,0
267,69,Male,23,977.0,23284.0,Month-to-month,Fiber,1,0
268,66,Female,59,523.0,28631.0,Month-to-month,DSL,0,0
269,79,Female,2,1541.0,4149.0,Month-to-month,DSL,1,1
270,66,Male,19,926.0,20956.0,Two year,DSL,0,0
271,75,Female,45,1944.0,86191.0,Month-to-month,Fiber,0,1
272,69,Male,14,1544.0,22473.0,Month-to-month,DSL,2,1
273,29,Female,24,877.0,21465.0,One year,None,0,0
274,79,Male,70,914.0,65917.0,One year,DSL,1,0
275,56,Male,16,1889.0,30006.0,Month-to-month,Fiber,0,0
276,19,Female,8,1166.0,7195.0,Month-to-month,DSL,3,1
277,20,Female,37,995.0,38623.0,Month-to-month,DSL,0,1
278,66,Female,47,1211.0,54902.0,Two year,DSL,0,0
279,54,Female,59,993.0,62205.0,Month-to-month,Fiber,1,1
280,66,Female,62,1296.0,81474.0,Two year,Fiber,3,1
281,73,Male,1,1170.0,28.0,Month-to-month,DSL,1,0
282,34,Female,71,1550.0,112267.0,Two year,Fiber,1,1
283,76,Male,10,1045.0,10432.0,One year,DSL,0,0
284,66,Male,63,846.0,52855.0,Month-to-month,Fiber,0,1
285,19,Female,71,1060.0,73898.0,Two year,DSL,1,0
286,19,Male,20,1058.0,17404.0,Month-to-month,Fiber,2,0
287,45,Male,17,1169.0,21082.0,Two year,Fiber,1,0
288,71,Male,63,1454.0,88346.0,One year,None,4,1
289,40,Male,37,1432.0,51397.0,Month-to-month,DSL,0,0
290,54,Female,31,1680.0,52946.0,One year,DSL,2,0
291,49,Male,10,875.0,7749.0,Two year,Fiber,0,0
292,50,Female,44,1355.0,59934.0,Month-to-month,DSL,1,0
293,18,Female,32,1491.0,45285.0,Month-to-month,DSL,1,0
294,36,Male,40,930.0,36503.0,One year,DSL,0,1
295,79,Female,7,1117.0,8146.0,One year,Fiber,0,0
296,19,Female,10,500.0,3097.0,Month-to-month,DSL,3,0
297,70,Female,50,1563.0,81523.0,Month-to-month,DSL,0,1
298,61,Male,40,1114.0,43285.0,Month-to-month,None,2,1
299,43,Female,16,1523.0,27125.0,Month-to-month,Fiber,1,1
300,49,Female,45,1282.0,57354.0,Month-to-month,DSL,0,0
301,23,Female,31,1126.0,31769.0,Two year,DSL,0,1
302,49,Male,53,563.0,27565.0,Month-to-month,Fiber,1,1
303,72,Female,19,634.0,12398.0,One year,Fiber,3,1
304,21,Male,32,163.0,7282.0,Month-to-month,Fiber,0,0
305,72,Male,39,975.0,41565.0,Month-to-month,Fiber,0,1
306,28,Male,31,2111.0,65697.0,Month-to-month,Fiber,0,0
307,73,Male,1,685.0,1669.0,Month-to-month,DSL,3,1
308,76,Male,32,147.0,5261.0,One year,DSL,1,0
309,34,Male,29,1585.0,44315.0,Two year,DSL,0,0
310,55,Female,32,2145.0,69424.0,One year,None,2,1
311,41,Male,25,1319.0,31092.0,Two year,Fiber,2,1
312,22,Female,21,1315.0,23436.0,Two year,Fiber,1,0
313,69,Female,65,1076.0,72574.0,Month-to-month,DSL,0,1
314,51,Male,37,482.0,17381.0,One year,Fiber,2,1
315,23,Female,45,620.0,27999.0,One year,Fiber,2,0
316,39,Female,14,1073.0,17015.0,Month-to-month,Fiber,1,0
317,28,Female,43,997.0,46629.0,One year,Fiber,1,0
318,65,Female,48,1154.0,56832.0,Month-to-month,DSL,1,1
319,33,Male,60,1532.0,92126.0,Month-to-month,Fiber,1,0
320,50,Female,66,967.0,64748.0,One year,Fiber,1,0
321,26,Male,5,1540.0,7110.0,Month-to-month,Fiber,0,0
322,77,Female,8,970.0,7832.0,Month-to-month,DSL,3,0
323,76,Female,5,1615.0,8365.0,Two year,Fiber,2,0
324,23,Male,31,1235.0,36712.0,One year,DSL,0,1
325,33,Female,40,1026.0,41082.0,Month-to-month,Fiber,3,1
326,46,Female,7,1228.0,9330.0,One year,Fiber,1,1
327,20,Female,71,1083.0,77927.0,Month-to-month,DSL,2,1
328,37,Male,49,1245.0,61880.0,Month-to-month,Fiber,1,0
329,77,Female,61,1503.0,89005.0,Two year,Fiber,2,1
330,76,Male,61,1165.0,73524.0,One year,Fiber,1,0
331,53,Female,6,1052.0,8605.0,Month-to-month,None,0,0
332,36,Male,3,751.0,2061.0,One year,Fiber,2,0
333,43,Male,5,1432.0,8071.0,Two year,DSL,0,0
334,20,Female,57,1339.0,75890.0,Month-to-month,Fiber,1,0
335,36,Female,21,727.0,16771.0,Month-to-month,Fiber,1,0
336,37,Male,25,1534.0,36721.0,Month-to-month,Fiber,3,1
337,49,Male,2,721.0,4127.0,One year,None,0,0
338,24,Female,40,1612.0,65884.0,One year,Fiber,0,0
339,69,Male,59,1475.0,88476.0,One year,Fiber,2,0
340,58,Female,13,1368.0,17574.0,Two year,Fiber,2,0
341,50,Female,11,1049.0,8714.0,One year,Fiber,0,0
342,57,Female,11,1430.0,17498.0,Month-to-month,Fiber,0,1
343,56,Female,12,1631.0,16813.0,Month-to-month,DSL,0,1
344,35,Male,24,1437.0,36280.0,Month-to-month,Fiber,2,0
345,57,Female,44,932.0,39464.0,Month-to-month,Fiber,3,0
346,18,Male,18,1307.0,20352.0,One year,DSL,0,0
347,28,Female,54,1653.0,89264.0,Two year,Fiber,2,0
348,45,Male,44,2080.0,93886.0,Month-to-month,Fiber,1,1
349,74,Female,7,1118.0,5895.0,Month-to-month,Fiber,4,0
350,42,Male,52,1543.0,83434.0,One year,DSL,1,0
351,67,Male,54,1654.0,90629.0,Month-to-month,Fiber,2,1
352,40,Female,31,875.0,27439.0,Month-to-month,Fiber,2,0
353,48,Female,50,1913.0,94779.0,Month-to-month,Fiber,2,1
354,47,Female,43,774.0,32550.0,Month-to-month,DSL,2,0
355,59,Female,69,1524.0,106016.0,Two year,Fiber,1,0
356,52,Male,17,1322.0,24166.0,Month-to-month,DSL,1,0
357,24,Female,21,1222.0,24475.0,Month-to-month,DSL,1,1
358,77,Male,36,2219.0,78271.0,Month-to-month,DSL,4,1
359,33,Male,55,1079.0,58917.0,Two year,Fiber,0,0
360,43,Female,58,1073.0,65021.0,Month-to-month,Fiber,0,0
361,65,Male,2,1733.0,1032.0,Month-to-month,Fiber,2,1
362,74,Male,27,1505.0,42920.0,Month-to-month,Fiber,1,0
363,69,Male,34,1713.0,58327.0,Month-to-month,Fiber,0,1
364,77,Male,60,1247.0,71515.0,Month-to-month,DSL,4,0
365,66,Female,53,1327.0,69408.0,One year,Fiber,1,0
366,19,Female,62,1960.0,122739.0,Month-to-month,Fiber,0,0
367,18,Female,6,866.0,8800.0,Month-to-month,DSL,3,1
368,65,Female,48,1159.0,52977.0,One year,DSL,0,1
369,79,Male,30,1519.0,39932.0,Month-to-month,Fiber,1,1
370,29,Male,57,1122.0,61335.0,Month-to-month,DSL,1,1
371,22,Female,60,972.0,60581.0,Month-to-month,Fiber,0,0
372,54,Female,23,1447.0,29694.0,Two year,DSL,2,0
373,49,Female,19,1734.0,35941.0,Month-to-month,DSL,0,0
374,76,Male,36,1144.0,43614.0,Two year,DSL,1,0
375,72,Female,3,1133.0,3781.0,One year,DSL,2,1
376,26,Female,19,941.0,16626.0,Month-to-month,Fiber,1,1
377,58,Female,59,1082.0,63949.0,Two year,Fiber,1,1
378,52,Male,23,1633.0,38781.0,Month-to-month,DSL,1,0
379,36,Male,49,1232.0,61285.0,Month-to-month,Fiber,2,0
380,65,Male,48,878.0,45623.0,One year,DSL,1,0
381,33,Male,50,1305.0,64730.0,One year,Fiber,1,0
382,20,Male,35,1620.0,54098.0,One year,Fiber,0,0
383,37,Male,65,975.0,60420.0,Month-to-month,Fiber,1,1
384,41,Male,33,669.0,18722.0,Month-to-month,Fiber,5,0
385,71,Male,35,2076.0,73053.0,One year,DSL,1,0
386,73,Female,5,649.0,2776.0,Month-to-month,DSL,1,0
387,50,Female,38,1056.0,40193.0,Month-to-month,DSL,2,1
388,41,Male,41,1293.0,51939.0,Month-to-month,DSL,1,0
389,69,Male,57,1091.0,59967.0,Month-to-month,DSL,2,0
390,28,Female,11,1170.0,14099.0,Two year,DSL,0,1
391,66,Male,2,1431.0,2064.0,Month-to-month,Fiber,0,0
392,25,Male,17,243.0,2528.0,Two year,DSL,0,1
393,53,Male,39,693.0,28600.0,Month-to-month,Fiber,2,0
394,55,Female,20,1218.0,22558.0,One year,Fiber,3,0
395,57,Female,14,1038.0,15315.0,Month-to-month,DSL,1,0
396,37,Female,25,1252.0,29699.0,Month-to-month,Fiber,0,1
397,79,Female,7,1291.0,8125.0,Month-to-month,Fiber,0,1
398,52,Female,41,354.0,15664.0,Month-to-month,Fiber,3,1
399,65,Male,43,1709.0,70931.0,Month-to-month,Fiber,1,1
400,79,Female,13,1001.0,14504.0,Two year,None,0,1
401,42,Male,1,854.0,946.0,One year,Fiber,4,1
402,52,Male,36,1283.0,48701.0,Month-to-month,Fiber,0,1
403,42,Female,68,1243.0,84940.0,Month-to-month,Fiber,1,0
404,46,Female,37,1679.0,59984.0,Month-to-month,Fiber,2,1
405,35,Male,40,1309.0,55816.0,Month-to-month,None,0,0
406,63,Male,61,1663.0,99471.0,One year,Fiber,0,0
407,35,Male,59,825.0,48221.0,Two year,DSL,1,0
408,19,Female,13,1257.0,18256.0,Month-to-month,DSL,2,0
409,71,Female,1,754.0,3006.0,Month-to-month,None,0,1
410,52,Female,69,1239.0,88370.0,Month-to-month,DSL,0,0
411,33,Female,16,1154.0,16162.0,One year,DSL,1,0
412,78,Female,27,1137.0,29789.0,Month-to-month,Fiber,1,1
413,58,Male,65,1141.0,74743.0,One year,Fiber,2,0
414,53,Female,34,1495.0,50747.0,One year,Fiber,1,0
415,50,Male,4,557.0,3806.0,Month-to-month,DSL,0,0
416,21,Male,64,840.0,50558.0,One year,Fiber,3,0
417,50,Male,39,1184.0,47631.0,Month-to-month,Fiber,3,0
418,31,Female,55,729.0,41709.0,One year,Fiber,3,0
419,38,Female,35,1218.0,44688.0,Month-to-month,Fiber,1,1
420,65,Female,44,1180.0,48741.0,Month-to-month,Fiber,1,1
421,37,Male,22,638.0,11098.0,Two year,None,2,0
422,73,Male,46,619.0,27789.0,Two year,Fiber,0,0
423,25,Male,30,150.0,1778.0,One year,DSL,0,0
424,24,Male,10,712.0,3512.0,Month-to-month,DSL,1,1
425,20,Male,9,1206.0,10083.0,One year,Fiber,0,0
426,34,Male,66,1262.0,83760.0,Month-to-month,Fiber,0,0
427,50,Female,13,1281.0,22251.0,Two year,Fiber,1,1
